"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5081137";"";"None";"480.59";"1";"5.45";"A16";"CSCC[C@H](NCc1ccc(OCc2cccc(-c3ccccc3)c2C)c([N+](=O)[O-])c1)C(=O)O";"IC50";"'='";"17.8";"nM";"7.75";"";"";"UO_0000065";"16.13";"0.31";"2.30";"7.62";"0";"CHEMBL5034139";"Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5033993";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"17.8"
"CHEMBL5280022";"";"None";"459.51";"0";"2.33";"Fig 12, Cpd 13";"Cn1c(C(=O)Nc2cccc(-c3ccc4c(c3)OCCO4)c2C#N)nc2c1CCN(CCO)C2";"IC50";"'<='";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5225067";"Inhibition of human PD-1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5223128";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"INHIBITOR";"";"100.0"
"CHEMBL5082657";"";"None";"407.90";"0";"4.48";"A14";"COC1CN(Cc2ccc(NC(=O)c3cccc(-c4ccccc4)c3Cl)nc2)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5042465";"Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5038680";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"TIME = 0.25 hr";"";"";"1000.0"
"CHEMBL4452790";"";"None";"473.53";"0";"3.15";"A23";"Cc1c(NC(=O)c2cc(CN(C)CCO)cn3cnnc23)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"238.3";"nM";"6.62";"";"";"UO_0000065";"13.99";"0.26";"3.47";"6.54";"0";"CHEMBL4394423";"Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4393667";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"238.3"
"CHEMBL5202283";"";"None";"610.55";"2";"7.19";"33";"N#Cc1cc(COc2cc(CCc3cccc(-c4ccccc4)c3Br)ccc2CN2CCCC[C@H]2C(=O)O)ccn1";"IC50";"'='";"0.00008";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5096775";"Inhibition of His-tagged PD-1/PD-L1 interaction (unknown origin) incubated for 1 to 4 hrs by HTRF binding assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5096155";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"Time_Lower = 1.0 hrs | Time_Upper = 4.0 hrs";"INHIBITOR";"";"0.08"
"CHEMBL4647699";"";"None";"499.56";"0";"4.70";"N15";"Cc1c(COc2ccc3cc(CN[C@@H](CO)C(=O)O)ccc3c2)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"10.0"
"CHEMBL4641441";"";"None";"625.12";"2";"7.02";"NP4";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC[C@@H](C(=O)O)C3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"15.2";"nM";"7.82";"";"";"UO_0000065";"12.51";"0.24";"0.80";"7.72";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"15.2"
"CHEMBL4646667";"";"None";"627.14";"2";"6.04";"NP8";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@@H](O)C[C@@H]3CO)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"11.1";"nM";"7.96";"";"";"UO_0000065";"12.68";"0.24";"1.91";"7.62";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"11.1"
"CHEMBL4641838";"";"None";"525.05";"2";"6.52";"NP24";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC(O)C3)cc2Cl)cccc1-c1ccccc1";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"100.0"
"CHEMBL4649775";"";"None";"571.10";"2";"7.15";"NT7";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(/C=N/C(CS)C(=O)O)cc2Cl)cccc1-c1ccccc1";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"100.0"
"CHEMBL4648161";"";"None";"597.07";"2";"6.83";"BMS-1016";"Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CNC(C)(C)C(=O)O)cc2Cl)cccc1-c1ccc2ocnc2c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.40";"0.25";"1.17";"6.13";"0";"CHEMBL4621698";"Inhibition of human C-terminal Ig-Fc-tagged PD1 (Leu25 to Gln167 residues) expressed in HEK293 cells/human C-terminal epitope-His-tagged PDL1 (Phe19 to Arg238 residues) expressed in HEK293 cells protein-protein interaction preincubated for 15 mins with PDL1 followed by PD1 addition and measured after 15 mins by APC-labeled anti-His antibody/Eu-labeled anti-human IgG based HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL4648618";"";"None";"613.11";"2";"7.07";"NC1";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC(C)(C)C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"25.2";"nM";"7.60";"";"";"UO_0000065";"12.39";"0.24";"0.53";"6.91";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"25.2"
"CHEMBL4636074";"";"None";"645.98";"2";"8.24";"37";"N#Cc1cccc(COc2cc(OCc3cccc(-c4ccccc4)c3Br)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)c1";"IC50";"'='";"800000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4613349";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4613205";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"8.0"
"CHEMBL5077377";"";"None";"517.63";"2";"5.00";"A19";"Cc1c(COc2ccc(CN3CCC[C@H]3C(=O)NCC(C)(C)O)cc2[N+](=O)[O-])cccc1-c1ccccc1";"IC50";"'='";"71.2";"nM";"7.15";"";"";"UO_0000065";"13.81";"0.26";"2.15";"6.81";"0";"CHEMBL5034139";"Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5033993";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"71.2"
"CHEMBL4639047";"";"None";"670.21";"2";"7.73";"NC11";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNCCNC(=O)OC(C)(C)C)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"55.9";"nM";"7.25";"";"";"UO_0000065";"10.82";"0.21";"-0.48";"6.53";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"55.9"
"CHEMBL4646568";"";"None";"597.11";"2";"6.68";"NP12";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCC(O)C3)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"12.9";"nM";"7.89";"";"";"UO_0000065";"13.21";"0.25";"1.21";"9.37";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"12.9"
"CHEMBL5186144";"";"None";"516.51";"3";"-2.57";"19";"CNC(=O)C[C@@H]1NC(=O)O[C@@H](C(C)O)C(=O)NCCOCCOCC(=O)N[C@@H](CCO)c2noc1n2";"IC50";"'<'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5096768";"Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 15 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5096155";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";"";"10.0"
"CHEMBL4854112";"";"None";"726.13";"2";"3.95";"43";"Cc1c(-c2ccc3c(c2)OCCO3)cccc1C(F)(F)Oc1cc(OCc2ccnc(C#N)c2)c(CN[C@@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)cc1Cl";"IC50";"'='";"3160.0";"nM";"5.50";"";"";"UO_0000065";"7.57";"0.15";"1.55";"3.13";"0";"CHEMBL4842010";"Inhibition of PD-1/PD-L1 interaction in human Jurkat T cells expressing PD-1 cocultured with CHO cells expressing PD-Ll/TCR assessed as activation of Jurkat cells by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Jurkat T";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4840360";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"3.16"
"CHEMBL4859889";"";"None";"728.15";"3";"3.59";"44";"Cc1c(-c2ccc3c(c2)OCCO3)cccc1C(F)(F)Oc1cc(OCc2ccnc(C#N)c2)c(CN[C@@H](CO)[C@@H](O)[C@@H](O)[C@H](O)CO)cc1Cl";"IC50";"'='";"7.1";"nM";"8.15";"";"";"UO_0000065";"11.19";"0.22";"4.56";"4.36";"0";"CHEMBL4841996";"Inhibition of PD-1/PD-L1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4840360";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"7.1"
"CHEMBL4877179";"";"None";"343.38";"0";"4.16";"4h";"N#Cc1c(-c2ccc(CO)cc2)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"1170.0";"nM";"5.93";"";"";"UO_0000065";"17.27";"0.31";"1.77";"9.49";"0";"CHEMBL4836819";"Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4834474";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"1.17"
"CHEMBL4848702";"";"None";"508.02";"1";"4.06";"8d";"COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCN(C(=O)CN)CC1";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4836819";"Inhibition of human PD1/PDL1 protein-protein interaction assessed as undissociated complex after 2 hrs by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4834474";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"1.0"
"CHEMBL5432243";"";"None";"522.05";"1";"4.87";"2d";"COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NN(C)C)C1";"IC50";"'='";"12.03";"nM";"7.92";"";"";"UO_0000065";"15.17";"0.29";"3.05";"12.52";"0";"CHEMBL5331037";"Inhibition of human PD-1/PDL1 interaction incubated for 1 hr by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5329225";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME = 1.0 hr";"INHIBITOR";"";"12.03"
"CHEMBL4747512";"";"None";"446.50";"0";"3.10";"A25";"COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)ccc1CN[C@H](CO)C(=O)O";"IC50";"'='";"277.6";"nM";"6.56";"";"";"UO_0000065";"14.68";"0.27";"3.46";"6.62";"0";"CHEMBL4682311";"Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4680115";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"277.6"
"CHEMBL4741453";"";"None";"447.97";"0";"4.44";"A18";"CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)c(Cl)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4682311";"Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4680115";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"10000.0"
"CHEMBL4862708";"";"None";"376.46";"0";"3.58";"B8";"Cc1c(-c2ccc3c(c2)OCCO3)cccc1-c1ccc(CNCCO)cn1";"IC50";"'='";"19.6";"nM";"7.71";"";"";"UO_0000065";"20.47";"0.38";"4.13";"12.12";"0";"CHEMBL4828906";"Inhibition of Tag2-PD1/Tag1-PD-L1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 2 hrs in dark by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4828707";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.25 hr";"INHIBITOR";"";"19.6"
"CHEMBL4847182";"";"None";"595.14";"2";"6.54";"A1";"CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4)c2C)cc1OCc1cccc(C#N)c1";"IC50";"'='";"1363.0";"nM";"5.87";"";"";"UO_0000065";"9.86";"0.19";"-0.67";"6.15";"0";"CHEMBL4819820";"Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4819002";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"1363.0"
"CHEMBL4877992";"";"None";"637.22";"2";"7.34";"A4";"CCCN1CCc2c(-c3cccc(COc4cc(OCc5cccc(C#N)c5)c(CNCCNC(C)=O)cc4Cl)c3C)cccc21";"IC50";"'='";"1728.0";"nM";"5.76";"";"";"UO_0000065";"9.04";"0.17";"-1.58";"6.65";"0";"CHEMBL4819820";"Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4819002";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"1728.0"
"CHEMBL4848019";"";"None";"667.25";"2";"6.97";"A5";"COCCCN1CCc2c(-c3cccc(COc4cc(OCc5cccc(C#N)c5)c(CNCCNC(C)=O)cc4Cl)c3C)cccc21";"IC50";"'='";"905.0";"nM";"6.04";"";"";"UO_0000065";"9.06";"0.17";"-0.93";"6.31";"0";"CHEMBL4819820";"Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4819002";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"905.0"
"CHEMBL4877307";"";"None";"378.50";"0";"3.70";"A1";"O=C(c1ccc(CNCCO)s1)N1CCc2c(-c3ccccc3)cccc21";"IC50";"'='";"59.7";"nM";"7.22";"";"";"UO_0000065";"19.09";"0.37";"3.52";"13.74";"0";"CHEMBL4809423";"Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4808185";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.25 hr";"INHIBITOR";"";"59.7"
"CHEMBL4851678";"";"None";"514.63";"1";"2.42";"A33";"CS(=O)(=O)NCCNCc1cnc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)s1";"IC50";"'='";"45.1";"nM";"7.35";"";"";"UO_0000065";"14.27";"0.29";"4.93";"6.69";"0";"CHEMBL4809423";"Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4808185";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.25 hr";"INHIBITOR";"";"45.1"
"CHEMBL4740780";"";"None";"1186.42";"None";"None";"28";"CC(C)C[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O";"IC50";"'='";"6350.0";"nM";"5.20";"";"";"UO_0000065";"4.38";"None";"None";"None";"0";"CHEMBL4670082";"Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 3 hrs by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4665770";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 3.25 hr";"INHIBITOR";"";"6.35"
"CHEMBL4071326";"";"None";"641.12";"2";"6.14";"BMS-1166";"Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@H](O)C[C@@H]3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2";"IC50";"'='";"10.1";"nM";"8.00";"";"";"UO_0000065";"12.47";"0.24";"1.86";"6.58";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"10.1"
"CHEMBL4639528";"";"None";"512.61";"1";"4.70";"CET1";"CC(=O)N1CCN(Cc2ccc(O)c(C(=O)/C=C/c3cccc(-c4ccc5c(c4)OCCO5)c3C)c2)CC1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"20.0"
"CHEMBL4643467";"";"None";"428.53";"0";"4.49";"CET3";"CC(=O)NCCNCc1ccc(O)c(C(=O)/C=C/c2cccc(-c3ccccc3)c2C)c1";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"12.31";"0.23";"0.79";"6.73";"0";"CHEMBL4621696";"Inhibition of human PD1/PDL1 protein-protein interaction by HTRF assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4523993";"Programmed cell death protein 1/Programmed cell death 1 ligand 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL4619786";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"5.3"
